park_id,squirrel_id,location,above_ground,specific_location,interactions_with_humans,observations,latitude,longitude
22.0,D-22-08,Ground Plane,,,Runs From,,40.721714,-73.95305
22.0,D-22-09,"Ground Plane, Specific Location",,In a trash and metal heap next to baseball field,Indifferent,,40.72193,-73.95315
22.0,D-22-10,"Above Ground, Specific Location",12,in tree,Runs From,Ran up a tree,40.722282,-73.95312
22.0,D-22-11,Ground Plane,,,Runs From,Ran out of park,40.7227,-73.9532
22.0,D-22-12,Ground Plane,,,Indifferent,Birds walking nearby,40.72282,-73.952095
22.0,D-22-13,Above Ground,,,Indifferent,Ran from ground to tree,40.722965,-73.95199
22.0,D-22-14,"Above Ground, Specific Location",3,in short tree,Indifferent,,40.723137,-73.9518
22.0,D-22-15,"Above Ground, Specific Location",,in tree,Indifferent,,40.723072,-73.9517
22.0,D-22-16,"Ground Plane, Specific Location",,below park benches,Indifferent,Great jumper,40.723007,-73.95165
22.0,D-22-17,Above Ground,9,,Indifferent,"Perched on branch, just hanging out",40.72296,-73.95175
22.0,D-22-18,Above Ground,14,,Indifferent,Perched on branch,40.722603,-73.95145
22.0,D-22-19,Above Ground,20,,,"Very small, climbed from one tree to another",40.72125,-73.95161
22.0,D-22-20,Above Ground,75,,Indifferent,"Small, on tree on branch, two others below it",40.720608,-73.95277
22.0,D-22-21,Above Ground,15,,Indifferent,"Started in middle of tree, started chasing others up in branches, jumped from branch to branch",40.72058,-73.9527
22.0,D-22-22,Above Ground,20,,Indifferent,One of three together on a tree,40.72053,-73.95272
22.0,D-22-23,Above Ground,20,,Indifferent,Jumped from one tree to next,40.72049,-73.952805
22.0,D-22-24,Ground Plane,,,Indifferent,Dog chased it up a tree,40.72046,-73.95425
22.0,D-22-25,Ground Plane,,,Skittish to humans,,40.720016,-73.953445
22.0,D-22-26,Ground Plane,,,Indifferent,Fast,40.720024,-73.95365
22.0,D-22-27,Ground Plane,,,Indifferent,Near a lot of little birds,40.719776,-73.952774
22.0,D-22-28,Ground Plane,,,Indifferent,Running against fence,40.720116,-73.95277
22.0,D-22-29,Ground Plane,,,Runs From,"Standing at base of tree, then climbed up",40.719944,-73.95251
22.0,D-22-30,Ground Plane,,,Indifferent,,40.720448,-73.95252
22.0,D-22-31,Ground Plane,,,Indifferent,Walking around bushes,40.720413,-73.952354
22.0,D-22-32,Ground Plane,,,Indifferent,A little on the robust side,40.72037,-73.952324
22.0,D-22-33,Ground Plane,,,Indifferent,Busy digging for something,40.72075,-73.95189
22.0,D-22-34,Above Ground,15,,Indifferent,"It almost looks dead. Eyes open, curled up into itself in a nook in a tree with #35.",40.72118,-73.951256
22.0,D-22-35,Above Ground,15,,,Curled up together with #34. One big furry ball of squirrel.,40.72118,-73.951256
22.0,D-22-36,Ground Plane,,,,Pretty fat,40.72112,-73.95104
22.0,D-22-37,Ground Plane,,,Indifferent,"Turning around, trying to eat",40.721313,-73.95094
22.0,D-22-38,Ground Plane,,,,Sitting next to #39 and eating,40.721256,-73.9508
22.0,D-22-39,Ground Plane,,,,Sitting next to #38 and eating,40.72122,-73.95077
22.0,D-22-40,Ground Plane,,,Indifferent,Fluffy,40.721172,-73.95078
22.0,D-22-41,Above Ground,,,Indifferent,Skinny,40.72116,-73.95073
22.0,D-22-42,Above Ground,,,Indifferent,Clinging to tree,40.721123,-73.9508
22.0,D-22-43,Above Ground,10,,Indifferent,Playing with another squirrel in a tree,40.721027,-73.95077
22.0,D-22-44,Ground Plane,,,Runs From,Ran very quickly,40.719376,-73.952324
